 close, high, low, open, volume,Date,Ticker
44.6300,57.4400,43.5000,56.4400,74470846,1998-08-31,F
47.0000,49.8100,40.6300,44.0000,67681220,1998-09-30,F
54.2500,54.2500,38.8100,46.5000,86534311,1998-10-30,F
55.0600,56.1900,51.6300,54.1900,49765565,1998-11-30,F
58.6900,59.8800,52.3800,55.2500,58157860,1998-12-31,F
61.4400,66.5000,57.3800,58.5600,86351942,1999-01-29,F
59.3100,61.7500,56.3800,60.9400,54839465,1999-02-26,F
56.6900,60.6300,55.2500,58.7500,70392360,1999-03-31,F
63.9400,67.8800,56.0000,57.0000,85134563,1999-04-30,F
57.1300,67.5000,55.8800,63.9400,72365245,1999-05-28,F
56.4400,57.9400,52.6300,57.6300,72746212,1999-06-30,F
48.5000,58.6300,48.1900,57.5000,83887142,1999-07-30,F
52.1300,52.3100,46.2500,49.6300,71578676,1999-08-31,F
50.2500,53.5600,48.5600,52.1300,58560150,1999-09-30,F
54.8800,57.0000,49.6300,51.1300,58530299,1999-10-29,F
50.5000,56.1300,50.0600,55.0000,60311139,1999-11-30,F
53.3100,53.9400,48.5000,50.5000,68988988,1999-12-31,F
49.7500,55.1900,47.3100,52.7500,85671609,2000-01-31,F
41.6300,50.5600,41.1900,49.6300,82046974,2000-02-29,F
45.9400,46.6900,40.2500,41.8800,121626479,2000-03-31,F
54.7500,57.2500,46.6900,46.7500,113652070,2000-04-28,F
48.5600,54.9400,47.7500,54.9400,80254107,2000-05-31,F
43.0000,51.5600,42.0000,48.3800,84086952,2000-06-30,F
46.5600,48.6300,43.1300,43.1300,70007576,2000-07-31,F
24.2500,47.0000,23.8100,46.6300,177330026,2000-08-31,F
25.5000,28.5000,23.6300,24.4400,183741000,2000-09-29,F
26.1300,27.0000,23.3800,25.4400,109476000,2000-10-31,F
22.7500,26.7500,22.5600,25.6900,95879500,2000-11-30,F
23.4400,24.8100,21.6900,23.6300,116791300,2000-12-29,F
28.1900,28.7400,23.7500,23.8100,126191800,2001-01-31,F
27.8100,29.0000,26.8000,27.9200,90557300,2001-02-28,F
28.1200,31.3700,27.0200,27.8100,131030200,2001-03-30,F
29.4800,31.4200,27.2900,27.8000,113711700,2001-04-30,F
24.3500,29.4300,24.0500,28.8000,145986800,2001-05-31,F
24.5500,26.1500,23.5000,24.3000,118509600,2001-06-29,F
25.4700,25.9300,24.2500,24.5600,84425600,2001-07-31,F
19.8700,25.3500,19.7400,25.1500,131204300,2001-08-31,F
17.3500,20.7200,14.7000,19.9300,129333500,2001-09-28,F
16.0500,18.7700,15.8800,17.3500,126336100,2001-10-31,F
18.9400,19.0800,15.9700,16.0300,110822200,2001-11-30,F
15.7200,18.4600,14.8300,18.4600,144339500,2001-12-31,F
15.3000,17.1500,14.0100,15.9400,344648200,2002-01-31,F
14.8800,15.7800,13.9000,15.0800,180655600,2002-02-28,F
16.4900,17.2900,14.9300,15.0000,203611100,2002-03-28,F
16.0000,16.7500,14.8800,15.9300,159584500,2002-04-30,F
17.6500,18.2300,15.6000,15.9700,181075200,2002-05-31,F
16.0000,17.8400,15.2500,17.7000,149817300,2002-06-28,F
13.4700,17.5000,11.5200,16.0000,235272400,2002-07-31,F
11.7700,13.5200,10.6500,13.3700,200953900,2002-08-30,F
9.8000,11.5100,9.2400,11.5000,235740200,2002-09-30,F
8.4600,9.9900,6.9000,9.6800,399858500,2002-10-31,F
11.3800,11.5000,8.3100,8.4300,236067200,2002-11-29,F
9.3000,11.9100,9.3000,11.6500,186738200,2002-12-31,F
9.1100,10.8000,8.9200,9.5000,181561300,2003-01-31,F
8.3200,9.3100,8.0000,9.1100,138109200,2003-02-28,F
7.5200,8.4200,6.5800,8.3800,338753100,2003-03-31,F
10.3000,10.9790,7.3000,7.3000,326044500,2003-04-30,F
10.5000,10.5500,9.4500,10.3200,222804200,2003-05-30,F
10.9900,11.7100,10.2500,10.6500,244649400,2003-06-30,F
11.0600,11.6500,10.4300,10.9000,198436000,2003-07-31,F
11.5600,11.6800,10.4500,11.0800,153898800,2003-08-29,F
10.7700,12.5300,10.6500,11.7300,185932300,2003-09-30,F
12.1300,12.5100,10.4100,10.7700,242877500,2003-10-31,F
13.2000,13.3100,11.9600,12.2300,219813100,2003-11-28,F
16.0000,17.3300,12.8200,13.2900,280253200,2003-12-31,F
14.5400,17.3400,14.3300,16.1000,254929800,2004-01-30,F
13.7500,14.7700,13.3000,14.1000,225828200,2004-02-27,F
13.5700,14.2800,12.7500,13.8800,217960600,2004-03-31,F
15.3600,16.2300,13.0000,13.5200,267841600,2004-04-30,F
14.8500,15.6500,13.8900,15.2000,230621700,2004-05-28,F
15.6500,16.4800,14.6600,14.8500,205915100,2004-06-30,F
14.7200,15.7700,13.7100,15.6500,185123900,2004-07-30,F
14.1100,15.1000,13.6100,14.6500,153879700,2004-08-31,F
14.0500,14.6800,13.6500,14.1200,161073600,2004-09-30,F
13.0300,14.3200,12.6100,14.1000,222653300,2004-10-29,F
14.1800,14.4500,12.8800,13.1300,151040100,2004-11-30,F
14.6400,15.0000,13.5900,14.1600,150609800,2004-12-31,F
13.1700,14.7500,13.0400,14.6600,201008700,2005-01-31,F
12.6500,13.5400,12.4900,13.2700,156431200,2005-02-28,F
11.3300,12.7300,10.9400,12.5700,249706600,2005-03-31,F
9.1100,11.6900,9.0700,11.6500,338405800,2005-04-29,F
9.9800,10.4500,9.0700,9.1600,340305600,2005-05-31,F
10.2400,11.4800,9.8500,10.0400,318812500,2005-06-30,F
10.7400,11.1900,10.1200,10.2200,200316200,2005-07-29,F
9.9700,11.0400,9.6400,10.7200,235811500,2005-08-31,F
9.8600,10.2000,9.5500,9.9700,234833000,2005-09-30,F
8.3200,10.0000,7.9800,10.0000,418776800,2005-10-31,F
8.1300,8.5700,7.5700,8.3300,362280700,2005-11-30,F
